Timepoint (1min, 128Hz)	1 - F7	2 - F3	3 - F4	4 - F8	5 - T3	6 - C3	7 - Cz	8 - C4	9 - T4	10 - T5	11 - P3	12 - Pz	13 - P4	14 - T6	15 - O1	16 - O2
195	-17.13	-565.21	-411.06	-342.55	34.26	-274.04	-445.32	-462.44	-342.55	-205.53	-171.28	-359.68	-393.93	-376.81	-291.17	-719.36
196	17.13	-496.7	-376.81	-291.17	0	-342.55	-513.83	-548.08	-291.17	-256.91	-222.66	-342.55	-342.55	-342.55	-291.17	-599.46
197	-17.13	-462.44	-411.06	-291.17	-85.64	-496.7	-650.85	-736.48	-274.04	-376.81	-291.17	-325.42	-222.66	-222.66	-359.68	-393.93
198	-51.38	-496.7	-462.44	-376.81	-51.38	-582.34	-667.97	-787.87	-325.42	-376.81	-291.17	-325.42	-171.28	-154.15	-462.44	-342.55
199	-205.53	-599.46	-462.44	-376.81	-34.26	-650.85	-650.85	-787.87	-342.55	-325.42	-291.17	-274.04	-85.64	-137.02	-616.59	-256.91
200	-171.28	-650.85	-393.93	-342.55	-34.26	-719.36	-633.72	-753.61	-342.55	-308.3	-274.04	-256.91	-51.38	-137.02	-719.36	-205.53
201	-171.28	-736.48	-342.55	-205.53	-137.02	-804.99	-616.59	-633.72	-222.66	-325.42	-274.04	-137.02	17.13	-85.64	-770.74	-102.77
202	-137.02	-702.23	-291.17	-137.02	-205.53	-804.99	-530.95	-565.21	-154.15	-376.81	-256.91	0	85.64	0	-736.48	-51.38
203	-137.02	-513.83	-205.53	-51.38	-171.28	-599.46	-274.04	-291.17	-17.13	-342.55	-222.66	119.89	256.91	239.79	-633.72	-34.26
204	-119.89	-393.93	-154.15	-34.26	-137.02	-445.32	-188.4	-205.53	17.13	-359.68	-222.66	154.15	325.42	274.04	-565.21	0
205	-119.89	-359.68	-102.77	-68.51	-85.64	-291.17	-256.91	-256.91	-85.64	-256.91	-102.77	137.02	222.66	68.51	-445.32	0
206	-137.02	-411.06	-137.02	-102.77	-85.64	-291.17	-325.42	-325.42	-222.66	-154.15	-34.26	171.28	102.77	0	-291.17	0
207	-171.28	-445.32	-205.53	-188.4	-137.02	-291.17	-359.68	-445.32	-393.93	0	85.64	188.4	-17.13	-85.64	85.64	171.28
208	-137.02	-376.81	-222.66	-256.91	-119.89	-239.79	-291.17	-411.06	-376.81	34.26	137.02	222.66	-34.26	-51.38	274.04	274.04
209	-17.13	-188.4	-325.42	-428.19	-51.38	-171.28	-376.81	-445.32	-325.42	-68.51	-68.51	-51.38	-102.77	-154.15	222.66	137.02
210	0	-171.28	-325.42	-393.93	-102.77	-205.53	-462.44	-513.83	-325.42	-154.15	-154.15	-171.28	-222.66	-205.53	119.89	51.38
211	0	-85.64	-154.15	-154.15	-119.89	-239.79	-393.93	-513.83	-274.04	-154.15	-171.28	-205.53	-291.17	-239.79	68.51	34.26
212	68.51	-51.38	-34.26	-17.13	-51.38	-171.28	-205.53	-411.06	-222.66	-137.02	-171.28	-154.15	-256.91	-154.15	34.26	68.51
213	102.77	-34.26	102.77	0	51.38	-51.38	34.26	-119.89	-119.89	-171.28	-222.66	-102.77	-137.02	-34.26	-137.02	17.13
214	85.64	-17.13	171.28	17.13	68.51	-51.38	85.64	17.13	-68.51	-188.4	-239.79	-51.38	-51.38	-17.13	-291.17	-17.13
215	68.51	17.13	274.04	85.64	0	-85.64	137.02	154.15	51.38	-154.15	-154.15	119.89	137.02	68.51	-496.7	-85.64
216	85.64	137.02	342.55	256.91	0	0	222.66	256.91	154.15	-85.64	-34.26	291.17	291.17	188.4	-411.06	0
217	188.4	376.81	411.06	445.32	-34.26	154.15	393.93	411.06	274.04	0	85.64	513.83	513.83	325.42	-154.15	256.91
218	205.53	411.06	376.81	428.19	-34.26	239.79	393.93	411.06	239.79	34.26	137.02	496.7	513.83	308.3	-17.13	376.81
219	154.15	376.81	188.4	171.28	34.26	274.04	239.79	308.3	85.64	119.89	205.53	393.93	308.3	171.28	154.15	411.06
220	137.02	325.42	154.15	85.64	119.89	274.04	171.28	239.79	17.13	205.53	308.3	376.81	239.79	137.02	291.17	428.19
221	119.89	171.28	68.51	17.13	256.91	359.68	154.15	34.26	-17.13	376.81	445.32	376.81	171.28	188.4	599.46	513.83
222	85.64	68.51	-34.26	-34.26	239.79	359.68	119.89	-34.26	-51.38	359.68	411.06	308.3	137.02	171.28	599.46	565.21
223	-17.13	-85.64	-274.04	-291.17	-51.38	154.15	-34.26	-256.91	-222.66	137.02	119.89	17.13	0	0	308.3	548.08
224	-51.38	-85.64	-359.68	-393.93	-205.53	34.26	-137.02	-291.17	-274.04	34.26	0	-51.38	-102.77	-51.38	137.02	445.32
225	34.26	239.79	-85.64	-154.15	51.38	68.51	-102.77	-102.77	-205.53	34.26	-17.13	-85.64	-119.89	-102.77	0	154.15
226	68.51	274.04	17.13	-17.13	171.28	137.02	-17.13	0	-119.89	17.13	-17.13	-17.13	-102.77	-85.64	34.26	85.64
227	17.13	256.91	17.13	0	34.26	137.02	-34.26	17.13	-85.64	-17.13	-17.13	0	-137.02	-137.02	85.64	-85.64
228	17.13	256.91	0	-51.38	-34.26	85.64	-34.26	17.13	-102.77	34.26	51.38	0	-171.28	-154.15	137.02	-239.79
229	119.89	445.32	17.13	-85.64	68.51	256.91	154.15	154.15	-34.26	376.81	393.93	188.4	-137.02	-85.64	428.19	-479.57
230	222.66	582.34	171.28	17.13	308.3	445.32	308.3	291.17	34.26	513.83	565.21	325.42	-17.13	0	616.59	-479.57
231	308.3	650.85	479.57	359.68	530.95	804.99	548.08	479.57	239.79	565.21	633.72	496.7	188.4	154.15	787.87	-256.91
232	274.04	582.34	496.7	428.19	393.93	787.87	513.83	428.19	274.04	428.19	479.57	428.19	188.4	205.53	702.23	-154.15
233	205.53	188.4	119.89	154.15	171.28	359.68	188.4	411.06	171.28	359.68	411.06	393.93	479.57	393.93	137.02	496.7
234	137.02	119.89	85.64	137.02	119.89	308.3	154.15	359.68	154.15	325.42	393.93	411.06	376.81	291.17	85.64	496.7
235	102.77	-34.26	85.64	68.51	68.51	256.91	85.64	256.91	85.64	188.4	205.53	325.42	205.53	137.02	-34.26	445.32
236	102.77	-17.13	85.64	34.26	51.38	239.79	85.64	188.4	51.38	85.64	85.64	239.79	137.02	34.26	-102.77	445.32
237	85.64	0	34.26	0	68.51	291.17	171.28	119.89	-34.26	0	0	137.02	119.89	-17.13	-17.13	513.83
238	34.26	34.26	0	-51.38	68.51	359.68	205.53	85.64	-17.13	0	17.13	154.15	154.15	0	85.64	565.21
239	-17.13	137.02	-137.02	-154.15	17.13	308.3	205.53	34.26	-137.02	0	17.13	154.15	205.53	68.51	359.68	616.59
240	-17.13	137.02	-205.53	-205.53	-17.13	205.53	85.64	-34.26	-171.28	0	-34.26	68.51	171.28	119.89	359.68	565.21
241	-17.13	-34.26	-34.26	0	-34.26	-17.13	-102.77	-51.38	-102.77	-119.89	-137.02	-359.68	-34.26	0	-85.64	188.4
242	-17.13	17.13	51.38	34.26	0	-34.26	-68.51	-34.26	0	-119.89	-171.28	-496.7	-137.02	-17.13	-291.17	34.26
243	17.13	222.66	239.79	119.89	34.26	68.51	0	-34.26	17.13	-51.38	-205.53	-633.72	-256.91	-119.89	-565.21	-256.91
244	34.26	291.17	239.79	154.15	0	68.51	0	-34.26	34.26	-34.26	-205.53	-633.72	-274.04	-137.02	-633.72	-291.17
245	68.51	342.55	222.66	154.15	-205.53	0	-102.77	-85.64	17.13	-85.64	-137.02	-411.06	-154.15	-68.51	-513.83	-137.02
246	34.26	308.3	239.79	188.4	-205.53	-34.26	-51.38	-51.38	17.13	-51.38	-51.38	-239.79	-51.38	0	-342.55	0
247	68.51	428.19	376.81	291.17	-17.13	17.13	-17.13	0	68.51	34.26	68.51	34.26	34.26	68.51	0	205.53
248	119.89	548.08	445.32	308.3	68.51	0	34.26	51.38	102.77	68.51	119.89	119.89	34.26	68.51	154.15	256.91
249	188.4	548.08	393.93	274.04	85.64	17.13	17.13	34.26	154.15	-17.13	51.38	171.28	68.51	0	239.79	205.53
250	119.89	393.93	359.68	239.79	0	-85.64	-34.26	34.26	171.28	-34.26	0	171.28	85.64	0	239.79	205.53
251	-51.38	17.13	188.4	205.53	-291.17	-274.04	-85.64	0	188.4	-102.77	-51.38	171.28	119.89	85.64	188.4	102.77
252	-154.15	-34.26	222.66	256.91	-274.04	-256.91	0	119.89	205.53	-137.02	-85.64	137.02	68.51	85.64	85.64	-34.26
253	-51.38	68.51	308.3	342.55	-17.13	-34.26	188.4	308.3	222.66	-68.51	-102.77	-34.26	-34.26	17.13	-102.77	-291.17
254	-17.13	102.77	239.79	291.17	85.64	34.26	239.79	325.42	222.66	-102.77	-119.89	-137.02	-171.28	-137.02	-222.66	-479.57
255	-17.13	0	17.13	68.51	68.51	239.79	119.89	188.4	137.02	-85.64	-137.02	-359.68	-393.93	-393.93	-462.44	-753.61
256	-17.13	-34.26	-51.38	0	-34.26	256.91	51.38	102.77	85.64	-34.26	-102.77	-393.93	-462.44	-411.06	-530.95	-804.99
257	102.77	-51.38	-34.26	-51.38	256.91	445.32	239.79	222.66	102.77	171.28	137.02	-205.53	-154.15	-34.26	-393.93	-291.17
258	119.89	-51.38	-17.13	-17.13	359.68	530.95	359.68	308.3	119.89	239.79	188.4	-85.64	0	154.15	-359.68	-34.26
259	-17.13	-154.15	17.13	0	239.79	530.95	428.19	393.93	137.02	171.28	154.15	17.13	239.79	239.79	-411.06	188.4
260	-51.38	-171.28	-17.13	0	34.26	479.57	359.68	325.42	85.64	119.89	85.64	0	239.79	171.28	-530.95	188.4
261	-137.02	-68.51	-34.26	0	-119.89	325.42	205.53	222.66	17.13	-34.26	-34.26	-34.26	171.28	68.51	-702.23	154.15
262	-119.89	-17.13	-102.77	-102.77	-51.38	308.3	188.4	205.53	0	0	-85.64	-34.26	154.15	85.64	-702.23	154.15
263	-85.64	-34.26	-239.79	-239.79	51.38	308.3	308.3	308.3	0	-34.26	-51.38	17.13	205.53	154.15	-530.95	154.15
264	-85.64	-85.64	-256.91	-256.91	17.13	325.42	376.81	376.81	17.13	17.13	0	85.64	239.79	188.4	-411.06	137.02
265	-119.89	-102.77	-51.38	-119.89	-102.77	325.42	411.06	376.81	51.38	34.26	68.51	239.79	205.53	188.4	-137.02	154.15
266	-119.89	-51.38	68.51	0	-119.89	359.68	411.06	376.81	51.38	34.26	137.02	308.3	188.4	171.28	0	188.4
267	-137.02	17.13	256.91	68.51	-17.13	393.93	376.81	325.42	-17.13	85.64	256.91	479.57	171.28	119.89	188.4	308.3
268	-137.02	68.51	205.53	51.38	17.13	411.06	376.81	308.3	-102.77	154.15	325.42	548.08	188.4	68.51	308.3	291.17
269	-34.26	154.15	-34.26	-51.38	137.02	479.57	376.81	239.79	-256.91	325.42	496.7	667.97	239.79	17.13	445.32	137.02
270	0	137.02	-102.77	-119.89	171.28	479.57	308.3	171.28	-291.17	411.06	513.83	719.36	274.04	34.26	496.7	51.38
271	-17.13	-34.26	-239.79	-205.53	171.28	274.04	34.26	0	-359.68	393.93	428.19	685.1	291.17	137.02	428.19	68.51
272	-85.64	-205.53	-222.66	-205.53	137.02	119.89	-102.77	-119.89	-376.81	308.3	376.81	633.72	274.04	171.28	325.42	137.02
273	0	-428.19	-205.53	-137.02	119.89	-137.02	-239.79	-256.91	-256.91	85.64	222.66	359.68	137.02	85.64	-34.26	68.51
274	17.13	-376.81	-222.66	-154.15	137.02	-102.77	-154.15	-222.66	-171.28	34.26	205.53	256.91	85.64	34.26	-34.26	17.13
275	0	-428.19	-376.81	-205.53	137.02	-51.38	-51.38	-171.28	-51.38	34.26	154.15	154.15	85.64	17.13	137.02	34.26
276	-34.26	-582.34	-376.81	-222.66	119.89	-51.38	-68.51	-171.28	-68.51	85.64	171.28	154.15	119.89	68.51	325.42	85.64
277	-102.77	-770.74	-291.17	-205.53	85.64	-102.77	-51.38	-205.53	-137.02	205.53	256.91	171.28	119.89	119.89	548.08	137.02
278	-51.38	-736.48	-274.04	-188.4	137.02	-137.02	17.13	-222.66	-154.15	222.66	308.3	188.4	68.51	85.64	548.08	68.51
279	-34.26	-599.46	-291.17	-239.79	137.02	-188.4	0	-222.66	-137.02	137.02	205.53	68.51	-17.13	-34.26	359.68	-171.28
280	-137.02	-650.85	-342.55	-239.79	68.51	-274.04	17.13	-239.79	-137.02	17.13	102.77	34.26	-68.51	-51.38	256.91	-239.79
281	-393.93	-804.99	-342.55	-205.53	-171.28	-445.32	-137.02	-171.28	-102.77	-85.64	-34.26	17.13	-34.26	0	188.4	-205.53
282	-393.93	-736.48	-308.3	-171.28	-256.91	-462.44	-154.15	-137.02	-102.77	-51.38	0	-17.13	17.13	17.13	154.15	-85.64
283	-85.64	-342.55	-137.02	-51.38	-85.64	-239.79	17.13	0	17.13	0	68.51	205.53	188.4	137.02	119.89	51.38
284	17.13	-154.15	-68.51	-34.26	0	-34.26	188.4	85.64	-17.13	51.38	137.02	342.55	308.3	205.53	85.64	119.89
285	68.51	-34.26	-85.64	-85.64	17.13	137.02	325.42	137.02	0	34.26	102.77	411.06	393.93	239.79	205.53	154.15
286	0	-137.02	-102.77	-85.64	17.13	137.02	256.91	119.89	17.13	17.13	0	325.42	325.42	188.4	274.04	137.02
287	-171.28	-376.81	-119.89	-85.64	-154.15	-51.38	34.26	17.13	51.38	-154.15	-154.15	51.38	85.64	17.13	188.4	34.26
288	-239.79	-411.06	-51.38	0	-171.28	-154.15	-17.13	0	137.02	-171.28	-154.15	-34.26	-34.26	-17.13	102.77	0
289	-102.77	-119.89	17.13	137.02	-34.26	-17.13	34.26	51.38	188.4	34.26	68.51	0	0	0	239.79	-34.26
290	-34.26	17.13	17.13	119.89	0	68.51	137.02	85.64	154.15	154.15	205.53	51.38	51.38	34.26	376.81	0
291	-34.26	0	0	51.38	17.13	154.15	256.91	171.28	85.64	171.28	239.79	154.15	119.89	119.89	599.46	154.15
292	-102.77	0	17.13	34.26	-17.13	68.51	188.4	154.15	68.51	137.02	154.15	137.02	85.64	85.64	616.59	188.4
293	-205.53	-171.28	-34.26	0	-205.53	-137.02	34.26	68.51	17.13	0	-34.26	34.26	34.26	51.38	479.57	171.28
294	-222.66	-239.79	-119.89	-51.38	-239.79	-222.66	-34.26	0	-34.26	-51.38	-51.38	0	0	34.26	325.42	154.15
295	-154.15	-342.55	-274.04	-171.28	-205.53	-171.28	-17.13	-85.64	-34.26	-137.02	-102.77	-34.26	-34.26	-34.26	17.13	34.26
296	-137.02	-359.68	-274.04	-205.53	-137.02	-137.02	0	-85.64	0	-137.02	-102.77	-34.26	-85.64	-34.26	-34.26	-34.26
297	-137.02	-291.17	-171.28	-119.89	-85.64	-119.89	-34.26	-34.26	17.13	-51.38	-85.64	-34.26	-154.15	-154.15	-51.38	-137.02
298	-119.89	-171.28	-154.15	-102.77	-85.64	-137.02	0	-51.38	-34.26	-51.38	-102.77	-102.77	-256.91	-205.53	-17.13	-171.28
299	-17.13	17.13	-154.15	-102.77	-51.38	-222.66	-51.38	-154.15	-154.15	-154.15	-171.28	-256.91	-411.06	-325.42	-34.26	-239.79
300	0	68.51	-102.77	-102.77	-51.38	-222.66	-85.64	-205.53	-222.66	-222.66	-205.53	-291.17	-445.32	-359.68	-68.51	-256.91
301	17.13	-17.13	-34.26	-68.51	-34.26	-171.28	-102.77	-205.53	-239.79	-222.66	-154.15	-291.17	-393.93	-445.32	-51.38	-342.55
302	0	-34.26	-34.26	-68.51	0	-154.15	-154.15	-222.66	-222.66	-137.02	-85.64	-274.04	-393.93	-479.57	0	-376.81
303	85.64	-17.13	-171.28	-137.02	85.64	-102.77	-308.3	-325.42	-171.28	17.13	-34.26	-274.04	-513.83	-616.59	17.13	-496.7
304	137.02	68.51	-291.17	-188.4	119.89	-102.77	-393.93	-428.19	-171.28	17.13	-68.51	-291.17	-582.34	-667.97	-17.13	-513.83
305	102.77	68.51	-256.91	-256.91	-68.51	-171.28	-393.93	-513.83	-325.42	-325.42	-428.19	-428.19	-565.21	-633.72	-325.42	-462.44
306	0	17.13	-171.28	-222.66	-222.66	-256.91	-393.93	-496.7	-393.93	-428.19	-530.95	-496.7	-565.21	-565.21	-376.81	-411.06
307	-51.38	-51.38	-102.77	-171.28	-308.3	-462.44	-462.44	-530.95	-411.06	-513.83	-582.34	-479.57	-496.7	-376.81	-393.93	-205.53
308	-51.38	0	-102.77	-171.28	-205.53	-496.7	-445.32	-565.21	-376.81	-445.32	-513.83	-445.32	-548.08	-376.81	-428.19	-154.15
309	-17.13	68.51	-119.89	-102.77	-51.38	-376.81	-256.91	-428.19	-205.53	-376.81	-462.44	-376.81	-616.59	-462.44	-513.83	-291.17
310	-17.13	51.38	-34.26	-34.26	-51.38	-274.04	-154.15	-274.04	-119.89	-359.68	-411.06	-393.93	-616.59	-530.95	-530.95	-462.44
311	0	34.26	17.13	-17.13	-119.89	-102.77	-85.64	-34.26	-34.26	-342.55	-428.19	-530.95	-548.08	-582.34	-565.21	-633.72
312	17.13	68.51	0	-34.26	-154.15	-102.77	-119.89	-34.26	-34.26	-359.68	-445.32	-599.46	-513.83	-548.08	-479.57	-616.59
313	0	85.64	-85.64	-85.64	-137.02	-171.28	-325.42	-256.91	-154.15	-376.81	-496.7	-702.23	-548.08	-428.19	-239.79	-393.93
314	-34.26	17.13	-119.89	-137.02	-102.77	-222.66	-393.93	-393.93	-222.66	-393.93	-513.83	-736.48	-582.34	-393.93	-137.02	-325.42
315	-85.64	-137.02	-222.66	-222.66	-137.02	-342.55	-530.95	-445.32	-205.53	-411.06	-513.83	-822.12	-582.34	-411.06	-34.26	-274.04
316	-102.77	-171.28	-256.91	-239.79	-154.15	-376.81	-582.34	-428.19	-154.15	-393.93	-565.21	-770.74	-530.95	-393.93	-102.77	-239.79
317	-17.13	-68.51	-274.04	-239.79	-102.77	-359.68	-462.44	-308.3	-68.51	-274.04	-411.06	-565.21	-274.04	-222.66	-205.53	-51.38
318	0	-34.26	-256.91	-205.53	-68.51	-291.17	-359.68	-222.66	-34.26	-239.79	-342.55	-393.93	-137.02	-119.89	-222.66	-17.13
319	85.64	85.64	-85.64	-34.26	17.13	-51.38	17.13	-17.13	-34.26	-68.51	-51.38	17.13	34.26	34.26	-171.28	0
320	119.89	171.28	17.13	17.13	102.77	34.26	119.89	137.02	34.26	17.13	-17.13	137.02	137.02	119.89	-137.02	17.13
321	85.64	359.68	274.04	205.53	-17.13	274.04	325.42	376.81	51.38	-34.26	17.13	393.93	376.81	205.53	-171.28	119.89
322	34.26	342.55	239.79	188.4	-137.02	239.79	308.3	359.68	0	-34.26	0	376.81	359.68	171.28	-188.4	85.64
323	102.77	274.04	205.53	154.15	-102.77	68.51	171.28	291.17	34.26	17.13	0	274.04	256.91	137.02	-137.02	17.13
324	188.4	256.91	239.79	222.66	17.13	17.13	119.89	291.17	85.64	0	-17.13	188.4	239.79	154.15	-68.51	34.26
325	274.04	274.04	274.04	256.91	256.91	0	0	256.91	171.28	-34.26	-154.15	0	154.15	154.15	-137.02	205.53
326	222.66	256.91	222.66	188.4	171.28	-51.38	-119.89	154.15	119.89	-137.02	-256.91	-85.64	68.51	119.89	-188.4	274.04
327	17.13	171.28	68.51	68.51	-154.15	-171.28	-274.04	-17.13	-17.13	-222.66	-325.42	-325.42	-85.64	-34.26	-171.28	239.79
328	-17.13	137.02	51.38	34.26	-256.91	-222.66	-325.42	-85.64	-85.64	-154.15	-256.91	-393.93	-137.02	-17.13	-102.77	154.15
329	-17.13	119.89	68.51	17.13	-119.89	-256.91	-274.04	-119.89	-102.77	0	-119.89	-411.06	-239.79	-85.64	-34.26	51.38
330	-17.13	85.64	34.26	0	-34.26	-256.91	-239.79	-119.89	-102.77	51.38	-51.38	-359.68	-256.91	-119.89	-34.26	17.13
331	-17.13	34.26	-85.64	-85.64	68.51	-171.28	-205.53	-137.02	-119.89	137.02	0	-171.28	-239.79	-119.89	34.26	17.13
332	-17.13	17.13	-119.89	-119.89	34.26	-102.77	-137.02	-119.89	-119.89	154.15	68.51	-51.38	-171.28	-102.77	137.02	17.13
333	-85.64	17.13	0	-34.26	-17.13	34.26	0	-34.26	0	188.4	171.28	51.38	-17.13	-17.13	222.66	0
334	-102.77	-34.26	34.26	0	-51.38	68.51	68.51	34.26	34.26	154.15	154.15	51.38	0	0	137.02	0
335	-119.89	-239.79	-17.13	0	-85.64	17.13	51.38	85.64	68.51	17.13	0	0	-51.38	-34.26	-68.51	-119.89
336	-137.02	-342.55	-119.89	-17.13	-119.89	0	17.13	68.51	34.26	0	-17.13	-34.26	-85.64	-34.26	-171.28	-137.02
337	-17.13	-17.13	-154.15	-137.02	-85.64	51.38	137.02	119.89	-34.26	51.38	17.13	-34.26	34.26	34.26	-34.26	-17.13
338	0	119.89	-68.51	-102.77	-85.64	154.15	171.28	137.02	-17.13	119.89	68.51	17.13	68.51	51.38	68.51	0
339	17.13	154.15	-17.13	-17.13	-51.38	154.15	68.51	34.26	-34.26	222.66	85.64	17.13	17.13	17.13	325.42	85.64
340	-17.13	34.26	0	0	-17.13	68.51	-34.26	-34.26	0	188.4	68.51	-51.38	0	0	393.93	137.02
341	-34.26	-68.51	0	-17.13	85.64	-154.15	-85.64	0	0	137.02	34.26	-171.28	-34.26	17.13	479.57	188.4
342	-85.64	-85.64	17.13	-17.13	85.64	-222.66	-119.89	-17.13	0	85.64	0	-222.66	0	34.26	428.19	154.15
343	-85.64	-68.51	119.89	17.13	-102.77	-342.55	-171.28	0	-34.26	-51.38	-102.77	-342.55	-34.26	0	256.91	34.26
344	-102.77	-102.77	171.28	68.51	-291.17	-359.68	-222.66	0	0	-119.89	-171.28	-376.81	-102.77	17.13	137.02	17.13
345	-51.38	-17.13	239.79	154.15	-274.04	-291.17	-308.3	51.38	34.26	-119.89	-205.53	-342.55	-119.89	-51.38	0	-102.77
346	0	68.51	256.91	205.53	-85.64	-222.66	-325.42	85.64	51.38	-154.15	-222.66	-342.55	-102.77	-34.26	-85.64	-154.15
347	85.64	205.53	154.15	154.15	154.15	-102.77	-308.3	17.13	17.13	-274.04	-325.42	-376.81	-85.64	-68.51	-154.15	-291.17
348	85.64	188.4	0	34.26	85.64	-102.77	-359.68	-51.38	-51.38	-342.55	-376.81	-376.81	-119.89	-154.15	-205.53	-342.55
349	34.26	102.77	-205.53	-51.38	-85.64	-137.02	-393.93	-274.04	-85.64	-274.04	-222.66	-188.4	-137.02	-171.28	-102.77	-239.79
350	34.26	68.51	-205.53	-51.38	-137.02	-137.02	-342.55	-239.79	-34.26	-119.89	-51.38	0	-17.13	-85.64	0	-102.77
351	34.26	0	-102.77	-34.26	-51.38	17.13	-222.66	-34.26	-17.13	68.51	154.15	205.53	154.15	137.02	137.02	17.13
352	0	-34.26	-119.89	-85.64	-17.13	0	-205.53	-17.13	-102.77	34.26	137.02	188.4	119.89	119.89	137.02	-17.13
353	-119.89	-239.79	-376.81	-325.42	-17.13	-137.02	-445.32	-376.81	-342.55	-137.02	-137.02	-137.02	-291.17	-274.04	-102.77	-256.91
354	-154.15	-274.04	-393.93	-291.17	0	-222.66	-445.32	-376.81	-274.04	-102.77	-119.89	-154.15	-274.04	-256.91	-119.89	-102.77
355	-222.66	-462.44	-222.66	-102.77	-85.64	-274.04	-359.68	-239.79	-17.13	-34.26	-17.13	-102.77	-51.38	0	17.13	359.68
356	-256.91	-582.34	-137.02	-34.26	-137.02	-274.04	-342.55	-205.53	0	-85.64	-51.38	-137.02	0	17.13	51.38	445.32
357	-325.42	-633.72	-119.89	-119.89	-171.28	-359.68	-291.17	-342.55	-205.53	-274.04	-274.04	-291.17	-205.53	-119.89	-34.26	154.15
358	-274.04	-513.83	-205.53	-205.53	-119.89	-376.81	-239.79	-393.93	-325.42	-376.81	-359.68	-342.55	-342.55	-256.91	-154.15	-34.26
359	-137.02	-239.79	-274.04	-274.04	-102.77	-325.42	-51.38	-291.17	-325.42	-479.57	-445.32	-256.91	-376.81	-291.17	-376.81	-239.79
360	-119.89	-171.28	-205.53	-222.66	-205.53	-256.91	0	-205.53	-222.66	-479.57	-445.32	-222.66	-342.55	-239.79	-411.06	-239.79
361	-137.02	-274.04	68.51	17.13	-325.42	-205.53	85.64	-51.38	-85.64	-376.81	-342.55	-222.66	-359.68	-239.79	-325.42	-291.17
362	-137.02	-325.42	205.53	119.89	-205.53	-205.53	137.02	-34.26	-85.64	-274.04	-239.79	-222.66	-393.93	-291.17	-171.28	-376.81
363	-34.26	-171.28	274.04	205.53	137.02	-85.64	291.17	-34.26	-102.77	-102.77	-51.38	-154.15	-411.06	-393.93	34.26	-479.57
364	-17.13	-51.38	274.04	256.91	188.4	-34.26	393.93	34.26	-34.26	-51.38	-17.13	-119.89	-359.68	-359.68	85.64	-445.32
365	0	17.13	274.04	256.91	0	68.51	428.19	51.38	51.38	-137.02	-137.02	-205.53	-256.91	-256.91	17.13	-256.91
366	-34.26	17.13	291.17	239.79	-102.77	51.38	325.42	0	68.51	-222.66	-222.66	-274.04	-256.91	-222.66	0	-171.28
367	0	34.26	239.79	188.4	34.26	-34.26	85.64	-102.77	17.13	-274.04	-291.17	-376.81	-222.66	-154.15	-239.79	-85.64
368	68.51	119.89	205.53	188.4	205.53	-85.64	34.26	-85.64	17.13	-256.91	-274.04	-359.68	-154.15	-102.77	-325.42	0
369	154.15	34.26	239.79	154.15	85.64	-85.64	85.64	-17.13	85.64	-291.17	-359.68	-342.55	-119.89	-17.13	-513.83	34.26
370	34.26	-51.38	205.53	137.02	-51.38	-119.89	68.51	0	85.64	-342.55	-411.06	-376.81	-171.28	-34.26	-513.83	34.26
371	-85.64	-85.64	85.64	85.64	-171.28	-154.15	85.64	51.38	154.15	-291.17	-342.55	-291.17	-205.53	-119.89	-274.04	17.13
372	17.13	0	85.64	119.89	-34.26	-102.77	119.89	85.64	154.15	-171.28	-171.28	-154.15	-171.28	-137.02	-205.53	17.13
373	222.66	205.53	171.28	137.02	256.91	85.64	291.17	137.02	119.89	17.13	68.51	-34.26	-137.02	-154.15	-85.64	-205.53
374	274.04	188.4	188.4	119.89	308.3	171.28	308.3	137.02	0	102.77	137.02	17.13	-119.89	-154.15	-51.38	-274.04
375	137.02	51.38	154.15	85.64	137.02	205.53	222.66	51.38	-51.38	154.15	188.4	0	-119.89	-85.64	85.64	-256.91
376	34.26	17.13	119.89	51.38	85.64	188.4	137.02	85.64	17.13	154.15	205.53	34.26	-51.38	-17.13	239.79	-137.02
377	102.77	-34.26	137.02	119.89	137.02	137.02	85.64	171.28	256.91	188.4	239.79	85.64	68.51	68.51	479.57	137.02
378	154.15	0	137.02	171.28	171.28	137.02	51.38	205.53	325.42	137.02	205.53	119.89	188.4	205.53	428.19	291.17
379	119.89	-137.02	119.89	205.53	34.26	34.26	17.13	274.04	376.81	0	17.13	119.89	393.93	411.06	171.28	565.21
380	0	-154.15	119.89	154.15	-85.64	0	0	239.79	308.3	-17.13	0	119.89	445.32	513.83	34.26	633.72
381	-222.66	-102.77	68.51	85.64	-291.17	-119.89	-222.66	85.64	239.79	-85.64	-137.02	51.38	428.19	513.83	17.13	667.97
382	-274.04	-85.64	34.26	17.13	-274.04	-222.66	-342.55	0	222.66	-102.77	-154.15	-34.26	325.42	428.19	17.13	616.59
383	-119.89	-205.53	-17.13	0	-102.77	-393.93	-462.44	-68.51	274.04	-171.28	-171.28	-51.38	154.15	205.53	-17.13	428.19
384	-17.13	-239.79	-34.26	-34.26	0	-411.06	-445.32	-102.77	274.04	-171.28	-171.28	-51.38	68.51	119.89	-17.13	291.17
385	-17.13	-239.79	-34.26	119.89	51.38	-171.28	-239.79	-154.15	34.26	-34.26	0	0	-119.89	-51.38	-34.26	-205.53
